name;price;master_id;client_id
Август;750;933;7205
Ноябрь;6250;2491;4809
Варвара;15000;624;705
Апрель;16250;2614;6278
Оксана;4000;2402;3291
Лидия;5250;2819;6577
Алина;15000;2384;7295
Ноябрь;5250;1192;4882
Бледно-зеленый;5000;1430;3230
Темно-красный;1250;2185;6064
Антонина;3750;1431;2617
Анастасия;7500;2475;6753
Хаки;8000;2462;7570
Алина;17500;1130;881
Январь;7000;1366;5689
Январь;18000;2603;11
Слоновая кость;12000;859;2128
Олимпиада;9000;1991;5596
Евгения;6500;2511;3017
Декабрь;15000;2006;5094
Татьяна;10000;1948;6642
Хаки;1500;1;4625
Анжелика;16000;1028;2937
Темно-бирюзовый;19000;721;4232
Евгения;5000;2494;2997
Фуксия;9000;1567;6351
Евгения;21250;1257;4201
Ольга;4000;2898;3973
Декабрь;1250;343;1425
Людмила;28500;2763;6455
Сентябрь;6750;612;1181
Светло-желтый;4500;2094;4615
Полина;7000;1772;4065
Октябрь;5000;2312;3576
Слоновая кость;8000;2348;4061
Ольга;8000;1540;7032
Темно-бирюзовый;7000;1485;7477
Октябрь;15000;2740;5778
Июнь;22500;1548;2769
Серебряный;22500;226;1694
Таисия;10000;84;4317
Евгения;3750;2278;473
Июль;12000;2411;3232
Март;1500;1803;454
Вероника;3500;220;1708
Май;3750;1915;6270
Июнь;23750;205;4430
Март;16000;1076;267
Апрель;18750;1908;3594
Июль;6500;2191;4515
Юлия;28500;2992;1795
Лора;22500;2614;931
Темно-серый;7500;1270;5224
Виктория;24000;261;5913
Евпраксия;10500;1837;5437
Октябрь;10500;1704;4653
Оксана;9000;1777;7278
Сентябрь;3000;1602;737
Ангелина;6250;1509;3763
Темно-фиолетовый;13500;749;6825
Темно-красный;15000;573;4436
Зеленый;9750;941;754
Акулина;3750;1768;1084
Февраль;4500;1743;938
Январь;4500;1274;2145
Серебряный;6250;807;7474
Октябрина;24000;491;2962
Вероника;12000;2109;2396
Февраль;27000;1548;5048
Август;8250;1799;4905
Фиолетовый;11000;153;4279
Наина;11250;2066;935
Темно-синий;18750;1157;6145
Лидия;7000;2189;4895
Маргарита;5500;887;5380
Сентябрь;12500;2363;3225
Пурпурный;5250;1161;404
Нина;3500;1143;6138
Лукия;24000;2694;4262
Евфросиния;28500;1706;1083
Январь;8250;1795;3506
Темно-серый;27000;269;426
Ярко-розовый;1500;2128;5950
Ирина;18000;1613;7451
Ноябрь;3750;2446;7232
Ноябрь;11000;1507;6718
Июль;2000;1243;2814
Зинаида;3000;706;2702
Ираида;4500;2037;1887
Октябрина;2500;2465;3992
Ираида;28500;2124;7258
Вероника;17000;86;4117
Юлия;15000;1361;1863
Серебряный;14250;2607;5593
Сентябрь;1000;933;2892
Ноябрь;12000;998;1108
Виктория;15000;2972;1163
Каштановый;13500;2567;7080
Светло-желтый;6000;1205;261
Светлана;11000;431;5747
Бледно-зеленый;25000;1046;6238
Слоновая кость;14000;1833;369
Темно-розовый;14250;1669;3906
Апрель;6000;2834;5782
Клавдия;8250;2123;6833
Январь;8000;981;6625
Март;21250;2895;1078
Октябрь;9000;1701;1508
Июнь;11250;1799;3393
Фаина;12000;1787;2266
Ноябрь;10500;658;4476
Темно-бирюзовый;11250;117;5144
Желтый;24000;2596;7832
Декабрь;19000;70;2005
Сливовый;10000;2833;4056
Серый;3000;1142;3082
Октябрь;7000;70;1846
Ангелина;17000;1722;751
Ангелина;12500;1330;700
Март;10000;2000;7775
Елизавета;22500;2867;3223
Август;30000;392;6813
Темно-красный;16250;1260;6436
Бледно-зеленый;5250;835;2508
Декабрь;4500;178;5034
Темно-синий;20000;821;2339
Клавдия;12500;2027;1758
Ксения;13500;894;2848
Февраль;10000;410;6985
Агата;13000;2790;3324
Цвет морской волны;13500;2693;3623
Декабрь;13000;1844;2209
Сентябрь;3000;2933;3747
Май;22500;240;3407
Галина;8500;1081;1551
Темный хаки;19500;1989;1672
Анна;2500;1323;7820
Апрель;9000;1264;6326
Август;10000;1628;3545
Черный;8000;2033;7712
Июль;4500;1838;2175
Март;4500;1205;6651
Светло-розовый;6750;790;2536
Вероника;3750;47;1360
Тамара;9000;2832;2062
Пурпурный;3000;123;4446
Феврония;1000;1208;2393
Октябрь;27000;846;4303
Тамара;3000;489;1852
Сентябрь;11250;1692;4010
Зоя;3000;940;7014
Июнь;12750;907;1109
Темно-синий;8250;324;7075
Апрель;7000;1196;1238
Бирюзовый;1500;2186;4825
Раиса;7500;233;1528
Февраль;10000;896;7876
Зеленый;5000;555;2513
Иванна;21000;244;885
Сливовый;12000;329;7261
Валентина;6250;270;2761
Античный Белый;750;2408;448
Галина;3000;1275;6180
Сентябрь;750;1514;5288
Нонна;30000;1332;4800
Пурпурный;4500;2530;7920
Сентябрь;8750;2384;7341
Октябрь;20000;350;3562
Январь;4500;2358;3161
Марфа;3000;1811;127
Оранжевый;7000;2875;939
Ноябрь;15000;1540;7256
Варвара;1000;2818;6967
Анжелика;7500;1013;6694
Февраль;11000;2299;4422
Декабрь;17500;72;4643
Июль;6500;2358;6032
Акулина;20000;172;4209
Лариса;7000;2259;4146
Темно-оранжевый;13000;168;4211
Июнь;14250;1337;4225
Июль;27000;2348;3370
Тусклый серый;3000;2892;1248
Бирюзовый;20000;261;5946
Васильковый;9000;297;1958
Темно-фиолетовый;6000;817;1943
Январь;25500;183;4419
Июнь;25000;1127;3968
Июнь;4000;2897;7810
Татьяна;10500;1104;6404
Темно-голубой;8750;1091;4907
Апрель;24000;544;1657
Январь;1000;1224;7781
Темно-розовый;15000;1890;4435
Евпраксия;10000;538;1181
Александра;13500;1255;5853
Тусклый серый;5000;118;4591
Слоновая кость;3500;1242;7098
Июнь;3000;583;4983
Любовь;8000;1915;4247
Коралловый;12000;2599;5676
Белый;20000;2921;558
Тусклый серый;9000;1355;2455
Август;3500;1538;4649
Бледно-зеленый;4500;483;1824
Глафира;2250;755;5280
Август;7000;131;3634
Алла;3000;1227;3452
Июль;13750;2860;1517
Сентябрь;12000;2469;6207
Июнь;2500;2639;1487
Июнь;7500;1740;5812
Фаина;2500;1271;1286
Светло-зеленый;9750;1581;5178
Апрель;7500;471;7769
Июль;17500;1507;1641
Фаина;12500;2251;2272
Апрель;5000;1707;5152
Серый;9000;725;6959
Июль;4500;2409;3677
Октябрь;12000;1703;2689
Хаки;7000;1211;24
Коралловый;13000;1955;5855
Август;16000;1967;3997
Екатерина;10500;2008;6345
Декабрь;1500;461;3696
Апрель;2500;852;500
Март;10000;525;4504
Декабрь;10000;1003;3467
Таисия;21250;1130;6911
Светлана;7000;329;1025
Раиса;750;1601;5747
Темный хаки;4500;717;4970
Февраль;7000;1935;2405
Февраль;3750;928;5950
Март;2000;1618;3333
Надежда;22500;1658;2359
Алевтина;1000;1032;5651
Февраль;7500;2600;7324
Май;5000;1883;5797
Мария;1000;1794;22
Июль;7000;1702;5342
Олимпиада;11000;569;1080
Сентябрь;16500;1940;7466
Пурпурный;6250;2979;4015
София;16250;2798;4244
Глафира;2500;1840;2957
Ксения;4500;1366;6441
Май;12000;1618;6423
Евфросиния;5000;733;1252
Фаина;1500;790;3274
Анна;7000;1291;2835
Анна;8750;1086;305
Шоколадный;1000;290;5573
Январь;13500;2760;4227
Сентябрь;7000;359;4857
Кира;12000;1604;7352
Февраль;4500;2545;5578
Иванна;23750;1256;7887
Май;7000;1224;4813
Нонна;21250;894;7909
Александра;1500;1463;4849
Тусклый серый;7000;1842;5327
Апрель;9750;674;7383
Май;9000;2681;7287
Серый;1500;2552;1282
Бирюзовый;13000;2721;5634
Темно-синий;20000;1463;5703
Дарья;11250;2223;4897
Елена;20000;122;4744
Август;20000;1500;2180
Бирюзовый;8500;2813;5360
Оранжевый;15000;1987;5199
Октябрь;14000;2317;6349
Цвет морской волны;10000;885;7139
Апрель;6000;630;4208
Александра;18000;2167;7423
Кира;15000;555;2399
Каштановый;12000;1377;7931
Синклитикия;1250;1623;928
Серебряный;9000;1811;2827
Май;18000;1666;1781
Светло-серый;11250;1766;5013
Ия;500;1345;3602
Темно-голубой;6000;784;1753
Светло-серый;1500;448;7580
Марина;5000;1976;7573
Июль;14000;1427;2239
Виктория;8000;1341;2081
Октябрь;18750;2525;1475
Тамара;23750;595;3368
Пелагея;2000;597;5946
Бежевый;1250;609;2131
Светло-зеленый;4000;2148;225
Слоновая кость;2500;269;1480
Июль;13500;1505;3576
Февраль;16500;1216;1747
Тамара;1000;1034;961
Апрель;4500;1584;6214
Светло-зеленый;4500;2763;161
Темно-бирюзовый;16500;2025;4220
Темный хаки;9750;502;3241
Темно-серый;19500;2270;3281
Акулина;3000;648;1226
Евфросиния;12750;1461;4758
Золотой;10000;2761;1045
Бледно-зеленый;1000;507;6241
Июль;14000;2110;4703
Январь;14000;2594;1445
Февраль;7500;2855;4048
Каштановый;5000;270;4810
Март;3000;480;843
Эмилия;1500;1676;3271
Маргарита;5000;640;6524
Лазурный;14250;732;1785
Август;22500;1991;5727
Декабрь;10000;100;1223
Июнь;13500;533;6658
Золотой;2500;2494;4291
Вера;22500;231;1990
Тамара;15000;1192;4276
Январь;2250;2020;4368
Ноябрь;19000;212;6163
Февраль;9000;414;4846
Ираида;7000;2537;7848
Коралловый;16000;1542;7110
Коралловый;3750;1775;5881
Сливовый;21000;2524;1666
Тусклый серый;12750;1778;5330
Галина;7000;1805;4936
Анастасия;4500;2447;3759
Июнь;27000;2421;600
Коралловый;10500;1574;3961
Фуксия;18000;1815;3788
Феврония;7500;2679;6236
Ирина;9000;1016;6769
Нинель;1500;2172;6752
Марфа;12000;1563;2437
Иванна;27000;2754;2421
Темно-розовый;30000;769;7905
Кира;16250;2329;5889
Светло-синий;21250;69;7401
Светло-серый;12000;1073;4531
Светло-зеленый;2000;1409;5942
Светлана;3000;52;4258
Ульяна;7500;1005;7538
Октябрь;19500;881;5721
Июль;15000;1296;2241
Ия;11000;2496;1303
Октябрь;11250;1661;5234
Февраль;3500;794;6605
Цвет морской волны;30000;507;859
Февраль;4500;1540;631
Октябрь;500;2772;2405
Каштановый;10000;771;6017
Сентябрь;5000;1966;5614
Сентябрь;23750;2162;1145
Клавдия;2000;476;7403
Декабрь;4500;2385;1567
Март;9000;1713;4696
Ульяна;1500;962;7840
Ноябрь;24000;49;251
Алина;4500;814;4726
Евпраксия;10500;809;7606
Февраль;9000;2978;7460
Фуксия;25000;1919;6122
Розовато-лавандовый;1250;1786;262
Индиго;9000;1373;5577
Июль;21250;1869;5105
Темно-розовый;2500;143;1414
Оранжево-красный;21250;1658;5423
Октябрь;13500;1922;2913
Оранжево-красный;28500;2012;4075
Тусклый серый;30000;1362;524
Желто-зеленый;5500;2099;2260
Тусклый серый;6000;941;6121
Марина;750;2078;5611
Светло-серый;17500;922;3282
Июнь;27000;138;2214
Темно-оранжевый;23750;2064;6300
Зинаида;12000;495;2256
Темно-серый;18000;447;1225
Ангелина;6000;2430;5398
Ольга;13500;1875;3527
Ярко-розовый;7500;1403;5318
Ольга;12000;2770;7014
Евфросиния;1000;657;7281
Сентябрь;4000;596;6286
Желтый;7500;339;1571
Малиновый;1500;155;6656
Бледно-зеленый;9000;792;7861
Декабрь;7000;1834;2069
Октябрь;23750;176;3385
Фаина;1000;2194;3528
Август;23750;1562;5181
Ирина;6000;410;4185
Октябрь;13500;1520;5151
Дарья;8250;976;808
Цвет морской волны;21000;1955;1119
Светлана;6000;1873;1075
Сине-фиолетовый;10500;2626;34
Галина;10500;2975;99
Тусклый серый;28500;2237;377
Темно-серый;10000;2352;5427
Июль;3000;300;4407
Темный хаки;12000;2530;4284
Февраль;2000;418;4866
Ксения;22500;2127;4222
Пелагея;7500;461;835
Декабрь;5500;258;3926
Фиолетовый;18750;864;6193
Васильковый;13500;1453;1685
Октябрь;1500;413;4892
Май;8000;318;3897
Фаина;19000;2531;4853
Алла;2500;160;6745
Март;20000;2691;7117
Зоя;20000;525;3656
Апрель;9750;727;7459
Олимпиада;10000;1700;3958
Август;16500;2479;4430
Светло-серый;12000;2534;5446
Пелагея;1000;1534;1831
Евфросиния;4000;2152;5336
Май;1000;2884;2066
Темно-серый;7500;700;1188
Темно-красный;6000;1344;5097
Светло-розовый;5000;921;2123
Январь;18750;1145;2332
Олимпиада;11000;1917;7137
Темно-розовый;5000;595;1295
Нинель;1500;2851;6966
Июль;30000;1525;7257
Январь;10000;666;1274
Темно-серый;3000;2436;738
Февраль;6000;2890;1896
Анастасия;3000;763;1161
Юлия;1250;1348;7262
Серебряный;10500;2551;3050
Агата;15000;649;6550
Ноябрь;12000;1590;3851
Серебряный;3750;2087;4516
Серебряный;7500;1355;3538
Серебряный;15000;2438;6641
Аквамарин;9500;133;4722
Сентябрь;13000;2933;3304
Кира;6500;1708;7856
Темный хаки;12500;2908;698
Васильковый;8750;933;2008
Декабрь;15000;1772;6526
Розовый;8000;2271;7278
Шоколадный;14250;1674;6143
Январь;9500;1611;1844
Июнь;16250;795;6616
Темно-оранжевый;5500;2434;4310
Регина;17500;752;5246
Цвет морской волны;7500;2930;6518
Бледно-Бирюзовый;15000;377;125
Валентина;28500;2149;7458
Мария;3750;2651;1892
Валентина;27000;1928;4456
Золотой;4500;2858;4835
Декабрь;3000;456;4836
Май;12000;1380;5584
Валентина;2000;2602;4599
Анна;21000;1915;3542
Март;7500;1250;5459
Коралловый;7000;2353;4591
Марина;25000;603;4306
Сливовый;1500;1256;6784
Элеонора;750;2953;7496
Сентябрь;22500;2624;855
Июль;13500;2171;5681
Август;2250;2494;3123
Май;10000;631;6217
Зоя;10000;1024;2346
Февраль;11250;200;340
Золотой;14250;2228;7959
Март;2000;492;1258
Сине-фиолетовый;14000;898;4083
Август;10500;1794;1997
Бежевый;17000;2097;6346
Аквамарин;9000;639;1716
Оксана;6000;1761;2255
Алла;1500;1191;2023
Ярко-розовый;6000;277;405
Март;14250;2355;3160
Бирюзовый;6500;2754;7322
Цвет морской волны;19000;1499;2030
Бежевый;13000;2161;430
Ноябрь;750;1006;4450
Красный;20000;656;497
Светло-розовый;13000;2666;3241
Темно-серый;3000;2992;1103
Ольга;3750;1726;7990
Сентябрь;25000;711;1520
Сентябрь;7000;2983;2511
Анжелика;21000;1601;5436
Октябрь;11250;2704;1331
Хаки;8000;2303;3190
Лидия;6750;1051;4858
Маргарита;4000;856;4999
Сине-фиолетовый;9750;2171;4392
Евгения;2250;332;7703
Лазурный;15000;390;6547
Ангелина;6750;1262;2049
Слоновая кость;12500;1290;3348
Ноябрь;5500;968;5095
Розовый;1250;1829;4129
Июль;4500;1397;6858
Лазурный;3000;596;6932
Серый;4000;2989;3564
Июль;17500;1321;3121
Темно-красный;8750;1079;4989
Елена;23750;2337;902
Август;9750;1137;2078
Февраль;3000;2384;1882
Темно-красный;7000;1637;4553
Майя;1000;1464;1473
Темный хаки;13500;1977;7395
Бледно-Бирюзовый;4500;755;5861
Декабрь;9750;165;7105
Бежевый;17000;896;7960
Июнь;11000;2465;599
Бирюзовый;8750;1302;5674
Июнь;4000;745;3219
Хаки;4000;2252;3796
Алина;13000;1118;4152
Светло-зеленый;5000;2983;7703
Золотой;24000;2525;21
Зоя;6000;2498;135
Евдокия;9500;770;2778
Ксения;9000;1017;6979
Анастасия;7000;1405;1899
Декабрь;750;2824;480
Темно-розовый;30000;663;7085
Июнь;8000;1411;7141
Январь;1500;2711;7567
Малиновый;7000;1064;253
Синий;6500;2729;5875
Мария;5500;1653;2168
Сентябрь;9000;1779;3461
Июнь;1250;2426;1116
Античный Белый;4000;2984;6888
Фёкла;16250;2609;1387
Ноябрь;6000;1958;7476
Надежда;17500;1462;3085
Вероника;2500;5;7272
Елена;19000;1771;1107
Ираида;5500;761;6678
Январь;10000;635;6821
Темно-зеленый;2250;1117;5534
Екатерина;2500;66;1115
Александра;2000;813;2067
Нонна;1250;1606;6408
Марина;30000;2613;5194
Февраль;27000;2958;5942
Февраль;2250;919;5526
Лазурный;10500;2335;1473
Индиго;12000;1483;1367
Декабрь;8000;2384;5865
Античный Белый;2250;1260;4127
Синклитикия;3750;2233;5747
Август;14000;2872;7893
Эмилия;6250;468;5273
Розовато-лавандовый;28500;1316;4008
Август;5500;1965;3618
Каштановый;6000;1287;7312
Сине-фиолетовый;9500;2488;6430
Алина;6000;1025;3345
Светло-голубой;10500;593;7757
Март;12000;1336;2152
Слоновая кость;11000;1218;7166
Светло-розовый;18000;517;7413
Прасковья;2000;1825;2166
Светло-желтый;10000;2811;1955
Оранжевый;11250;1282;4285
Темно-бирюзовый;8750;2588;5921
Ноябрь;10000;2010;1312
Тусклый серый;2000;2875;5881
Июнь;5000;1556;7329
Сине-фиолетовый;3500;925;3724
Май;20000;2235;2781
Темно-синий;19500;2258;7270
Сине-фиолетовый;1500;1583;980
Каштановый;4500;2798;7826
Март;3750;1354;4957
Март;6500;95;3241
Антонина;10000;1491;7790
Темно-голубой;2000;2173;1119
Светло-розовый;1500;2214;6528
Апрель;15000;2414;2720
Ноябрь;12500;2903;911
Светло-зеленый;1000;1695;2949
Светло-желтый;3500;559;3133
Тусклый серый;6250;2264;3337
Фёкла;6500;1177;3846
Фиолетовый;1000;1715;3576
Ноябрь;14000;2142;1768
Глафира;2000;2105;7727
Темно-синий;16500;148;5947
Бежевый;5000;226;5175
Март;5000;1902;1574
Зеленый;8000;1831;6204
Марина;2000;1238;7808
Ноябрь;10000;856;4849
Жанна;3500;2779;5610
Цвет морской волны;23750;1630;6868
Античный Белый;5000;2256;5634
Апрель;28500;2963;485
Валерия;5000;21;1947
Малиновый;9000;1714;4905
Ангелина;8000;1874;6509
Кира;8250;1863;1411
Светло-серый;3000;605;4062
Темно-фиолетовый;5250;395;3213
Эмилия;21000;1602;4938
Июнь;4000;702;3349
Дарья;3000;2412;6502
Глафира;8500;108;7140
Март;12000;1133;1396
Август;9000;957;6519
Анастасия;10000;2723;5051
Вероника;15000;1884;5144
Регина;21000;1283;4583
Октябрина;17000;336;2222
Темно-синий;4500;2512;5993
Вера;24000;265;4317
Июль;5000;1090;7567
Бледно-зеленый;9500;404;4547
Слоновая кость;2250;1766;1790
Жанна;20000;151;5112
Наталья;6250;1352;2095
Акулина;18000;1205;3659
Ираида;12500;657;2297
Хаки;3000;777;2624
Октябрь;7000;502;3078
Иванна;13750;840;4963
Алина;30000;2193;2853
Розовато-лавандовый;5000;1734;174
Светло-желтый;10000;354;6863
Светло-желтый;7000;2389;63
Синклитикия;25500;589;1979
Черный;28500;901;1082
Ираида;25500;2920;1756
Май;5000;171;7253
Василиса;3000;2871;2381
Евфросиния;2250;2935;4291
София;4000;720;1714
Март;23750;2498;2318
Темно-бирюзовый;5500;1898;6538
Клавдия;15000;618;6223
Апрель;3000;2276;5290
Ноябрь;4500;954;6025
Июнь;10000;2105;3162
Серебряный;19000;149;7123
Синий;16000;1007;5933
Юлия;10500;178;340
Октябрина;18000;2492;1553
Январь;6250;359;1948
Розовато-лавандовый;9000;2264;5197
Март;12500;2044;4921
Декабрь;7000;200;6821
Фёкла;3000;208;4922
Январь;15000;1054;7237
Март;17000;2930;4401
Июнь;27000;2131;1875
Май;8750;1255;7297
Август;10500;1720;3734
Сентябрь;10500;616;4939
Индиго;7500;548;4847
Золотой;2000;217;3639
Темно-бирюзовый;10500;182;6318
Наталья;6000;2562;7731
Сливовый;14000;2941;6570
Розовый;4500;1565;483
Зоя;2500;2719;180
Глафира;22500;2473;4069
Октябрь;16250;2783;6772
Январь;2000;2579;5324
Оранжево-красный;4500;2712;492
Август;13000;2878;6000
Раиса;13000;1565;1301
Март;17000;157;1393
Ирина;9750;1491;624
Агафья;25000;2445;6041
Июль;1500;1161;7780
Фиолетовый;11000;2825;2182
Людмила;11000;1321;5979
Цвет морской волны;6000;1537;839
Алевтина;14000;2450;7443
Вероника;8250;2113;3816
Бледно-зеленый;9000;2588;7981
Май;30000;641;769
Галина;20000;2995;476
Марина;3750;1296;3672
Март;16500;2321;4957
Юлия;16000;309;7283
Август;4500;1193;6562
Фёкла;15000;591;6603
Ирина;2500;2389;1123
Февраль;2250;1371;6432
Февраль;12750;2442;4022
Февраль;6000;103;390
Слоновая кость;9000;2221;1084
Тамара;11250;2135;240
Апрель;13500;55;793
Август;8000;2697;5545
Фёкла;18750;1936;566
Белый;11250;995;3272
Лидия;11250;2079;5760
Ноябрь;22500;2756;4945
Август;12750;2164;5582
Светло-серый;1500;453;3074
Полина;23750;746;3508
Октябрь;7000;2687;3718
Александра;12000;2957;3115
Елизавета;9500;2678;3335
Сентябрь;15000;1864;875
Ирина;12500;304;818
Любовь;16250;805;925
Январь;2000;1311;3630
Галина;21000;1667;7537
Маргарита;750;2166;3823
Март;18000;1332;1244
Светло-синий;13500;253;6446
Октябрь;2500;2965;1728
Синий;6000;1098;7906
Октябрь;9000;2820;6429
Юлия;15000;305;6195
Темно-розовый;19500;91;7108
Лидия;1500;480;6731
Темно-зеленый;7500;540;6818
Сентябрь;11250;2992;2859
Василиса;2500;1514;7330
Сине-фиолетовый;8000;1852;412
Евдокия;3000;946;4519
Ноябрь;11250;1337;6493
Зеленый;7500;171;4111
Светло-серый;17500;2300;7640
Вероника;15000;1878;5647
Сине-фиолетовый;7000;1098;2559
Лидия;750;1906;2760
Ноябрь;12000;2108;4589
Серебряный;22500;2542;1556
Сентябрь;22500;2598;4808
Вероника;6750;1083;2048
Темно-серый;6750;616;5920
Март;5500;2899;6527
Темный хаки;14000;1604;5375
Александра;21250;2104;2415
Милица;9000;2213;792
Сливовый;2500;2416;2951
Бледно-Бирюзовый;1500;345;2577
Слоновая кость;6000;2546;3602
Январь;16000;859;1379
Темно-бирюзовый;15000;2426;4632
Июль;19500;1673;4273
Регина;1000;2805;7368
Варвара;8500;9;2222
Апрель;1250;916;161
Сентябрь;20000;890;7561
Март;1500;1197;6099
Темно-зеленый;2000;2626;1405
Вероника;15000;2085;5340
Пелагея;6000;731;2611
Марфа;11250;741;1065
Алина;750;2101;5059
Декабрь;3750;2752;650
Надежда;20000;2494;6339
Лукия;3000;2748;7421
Бежевый;2500;865;6898
Октябрь;1500;2762;5091
Синклитикия;9750;2518;7156
Акулина;15000;2821;205
Шоколадный;1500;2239;362
Белый;14000;2545;6209
Нина;12000;1597;1984
Январь;10500;2465;3797
Ноябрь;11000;502;241
Надежда;18000;1794;7396
Ксения;12000;61;6314
Февраль;16000;65;2853
Темно-розовый;9000;2298;729
Анжела;8250;2163;3270
Алла;7500;1237;2022
Темно-оранжевый;16000;2600;2722
Алевтина;13750;1827;5768
Май;20000;656;2055
Темно-фиолетовый;2500;5;2166
Апрель;1500;1791;1625
Агата;17500;2388;1382
Темно-голубой;30000;1725;3379
Февраль;4500;2096;3010
Бирюзовый;17500;2534;5322
Июнь;8000;1795;1544
Коралловый;1500;2920;630
Серебряный;9750;2696;1644
Апрель;6000;2378;1472
Каштановый;2500;2931;765
Светло-серый;11250;480;590
Полина;25500;2010;3242
Ярко-розовый;2000;1091;5805
Полина;19000;403;943
Светло-синий;18750;1874;5506
Сентябрь;25500;241;2087
Светло-зеленый;12000;2715;1187
Февраль;15000;359;6335
Синклитикия;5500;246;2983
Наталья;23750;1219;1235
Лора;16000;1394;2558
Декабрь;3750;302;5482
Август;16500;1703;6433
Анжелика;2250;1173;7214
Анна;4500;2896;6655
Апрель;3000;639;7574
Коричневый;25000;66;7764
Элеонора;7000;1842;219
Апрель;1000;1598;6061
Античный Белый;1250;2495;3329
Декабрь;5250;457;4184
Белый;19000;297;3536
Сентябрь;1500;526;6908
Декабрь;18000;1962;3445
Июль;6000;1432;5955
Апрель;3000;1265;4858
Серый;7500;1468;3021
Март;2000;19;5714
Темно-розовый;13500;2150;5300
Февраль;1500;1613;7932
Цвет морской волны;7500;2140;6722
Светло-серый;11250;2960;3244
Светло-голубой;2000;610;1910
Май;10000;1897;5701
Бежевый;5000;2684;4600
Маргарита;1500;1624;2367
Желтый;4500;229;4666
Малиновый;7500;1650;5182
Хаки;12000;2035;6775
Синклитикия;10000;682;4361
Галина;12000;1285;680
Декабрь;3750;2370;4415
Фаина;8250;2749;1430
Июль;9750;2684;5766
Декабрь;12000;2812;4139
Темно-розовый;6750;1031;6511
Лазурный;30000;2014;3525
Малиновый;8500;2482;7769
Фиолетовый;22500;1587;177
Розовато-лавандовый;27000;705;5932
Клавдия;25000;2149;700
Апрель;5250;644;2197
Надежда;18750;885;7876
Полина;2250;2316;2873
Июнь;9000;1452;3321
Сентябрь;6250;2744;6295
Елена;12750;84;2783
Зоя;6000;1078;6278
Шоколадный;23750;2492;740
Людмила;4500;2578;4459
Март;9000;1;4173
Октябрь;23750;377;4506
Темно-фиолетовый;9000;1891;2276
Эмилия;24000;2718;2088
Ульяна;9000;554;6517
Желтый;16000;2116;4739
Лора;5000;1483;3844
Евдокия;13750;389;963
Июль;4000;798;2469
Элеонора;6500;366;2731
Темно-розовый;4000;522;417
Март;8500;2215;2194
Фёкла;10000;2755;4521
Зинаида;1500;145;1385
Татьяна;4000;2064;2339
Зоя;10000;1300;7607
Ольга;4500;2983;6551
Шоколадный;14000;1822;2250
Валентина;21000;2491;4330
Вероника;10000;1287;256
Сентябрь;12750;1174;1488
Лазурный;10000;1053;4618
Розовато-лавандовый;7000;725;4422
Зоя;15000;2947;6894
Нонна;11250;1451;5970
Антонина;16500;2662;574
Малиновый;7500;1225;5744
Агафья;3750;1282;6421
Светло-серый;16250;2548;720
Ноябрь;8750;36;5200
Наталья;17000;2554;3506
Март;1250;72;3235
Розовый;19500;1175;1657
Александра;2500;1114;5392
Елизавета;9000;2666;164
Евдокия;6000;1281;1387
Цвет морской волны;8750;36;390
Апрель;18000;1953;6012
Евгения;8250;799;5094
Темно-голубой;13500;1968;6512
Июль;8000;548;7084
Сентябрь;18750;1424;737
Август;9000;1821;7317
Апрель;1000;116;1787
Серый;10000;853;3412
Октябрь;7500;2677;3283
Октябрь;8000;2660;5253
Апрель;7000;2389;1046
Агата;12000;544;3688
Валентина;21250;1101;3269
Лукия;7500;1585;2623
Март;4500;1530;7764
Малиновый;7500;2286;6608
Василиса;11250;1691;1473
Фуксия;16500;502;5487
Анастасия;12000;2085;3128
Октябрина;11000;1345;458
Нинель;13500;2037;2430
Февраль;1500;558;6918
Оранжево-красный;1000;2901;2070
Милица;13000;2384;5520
Ксения;2000;1020;5765
Январь;4500;1693;2244
Оранжево-красный;11000;386;2308
Октябрина;11000;2760;5434
Декабрь;16500;897;4839
Евгения;2000;260;6283
Иванна;13500;1105;7965
Сентябрь;7500;2547;2770
Декабрь;5000;604;162
Октябрь;12500;1145;110
Бирюзовый;15000;2762;3861
Светло-серый;3000;430;345
Бежевый;4500;2153;6728
Красный;6000;2623;6091
Апрель;3750;885;126
Светло-розовый;5000;786;272
Ульяна;22500;224;7692
Июнь;16250;2384;6621
Юлия;2000;134;2604
Варвара;6000;1229;6458
Ангелина;6000;464;4503
Хаки;7000;957;512
Январь;22500;8;4984
Март;12000;1709;2473
Июнь;28500;2045;3697
Светло-серый;9000;1046;5028
Ия;2000;1952;2772
Апрель;5000;1502;2804
Июнь;4500;2599;2152
Эмилия;3750;14;2695
Темно-розовый;14000;2136;3044
Май;3000;155;2749
Бирюзовый;7500;2170;7433
Варвара;6500;2429;3132
Август;18750;1203;7284
Пелагея;2500;2663;6211
Галина;6000;1783;2302
Ульяна;10000;2202;1710
Анна;10000;1400;2896
Евпраксия;6000;964;1077
Январь;14250;846;456
Татьяна;9000;90;4873
Зеленый;27000;707;6028
Анжела;7000;164;3460
Июль;9000;1070;4913
Темно-красный;1500;1973;4365
Любовь;18000;1643;1264
Май;3750;1664;2158
Малиновый;8000;1288;7805
Александра;10500;118;1210
Аквамарин;25000;2001;7899
Александра;2000;1149;4602
Апрель;3750;1349;7648
Март;6000;1535;1379
Надежда;3000;2801;4631
Марина;19500;2767;4658
