address;opentime;endtime;phone
г. Красновишерск, ул. Таежная, д. 09, 117156;08:30:00;20:30:00;+7 (007) 476-3775
п. Завьялиха, ул. Гоголя, д. 90, 015274;08:30:00;20:30:00;85473543426
клх Владикавказ, ул. Кубанская, д. 54, 596395;08:30:00;20:30:00;+7 (639) 108-6211
клх Белорецк, ул. Разина, д. 45, 225426;08:30:00;20:30:00;+7 (100) 274-8602
с. Корсаков, ул. Невского, д. 18, 957015;09:00:00;21:00:00;8 (744) 055-7507
к. Муром, ул. Семашко, д. 30, 338017;09:00:00;21:00:00;+7 (514) 428-0664
ст. Камень-на-Оби, ул. Морская, д. 21, 278647;09:00:00;21:00:00;+7 (840) 883-0183
клх Игнашино, ул. Панфилова, д. 41, 780670;09:00:00;21:00:00;8 939 350 1802
к. Бугуруслан, ул. Войкова, д. 72, 579659;09:00:00;21:00:00;8 (173) 626-4521
п. Орехово-Зуево, ул. Васильковая, д. 36, 814737;08:00:00;20:00:00;+7 (326) 060-8065
д. Владимир, ул. Баумана, д. 68, 326112;08:30:00;20:30:00;+7 (070) 982-02-22
п. Губаха, ул. Правды, д. 50, 758760;09:00:00;21:00:00;+7 653 349 26 93
ст. Сунтар, ул. Детская, д. 32, 393042;08:30:00;20:30:00;8 (202) 075-23-47
д. Минеральные Воды, ул. Черемуховая, д. 39, 503795;09:00:00;21:00:00;+7 635 961 0450
г. Ханты-Мансийск, ул. Инженерная, д. 34, 054450;08:30:00;20:30:00;+7 190 493 9146
с. Балашиха, ул. Космонавтов, д. 08, 382374;08:00:00;20:00:00;8 (162) 699-48-41
д. Минусинск, ул. Томская, д. 41, 366926;08:30:00;20:30:00;+7 707 613 97 00
с. Любань, ул. Покровская, д. 66, 838443;08:00:00;20:00:00;+79397458860
ст. Нефтекамск, ул. Слободская, д. 82, 361700;09:00:00;21:00:00;+7 (346) 725-03-62
г. Калининград, ул. Олимпийская, д. 52, 479609;09:00:00;21:00:00;8 176 437 62 83
п. Железногорск(Курск.), ул. Одесская, д. 29, 882700;09:00:00;21:00:00;8 464 996 3202
п. Ставрополь, ул. Гоголя, д. 79, 472261;08:30:00;20:30:00;+70457508662
ст. Балашов, ул. Аэродромная, д. 41, 562149;08:30:00;20:30:00;8 (795) 762-1226
п. Мокшан, ул. Речная, д. 44, 837987;09:00:00;21:00:00;8 (785) 068-01-52
г. Юрьевец (Иван.), ул. Октябрьская, д. 90, 258614;09:00:00;21:00:00;8 986 695 80 68
к. Кизел, ул. Высотная, д. 76, 987066;08:00:00;20:00:00;8 824 084 31 57
г. Шаховская, ул. Большевистская, д. 25, 210568;08:00:00;20:00:00;+7 (917) 803-4685
д. Тавда, ул. Подлесная, д. 29, 807386;08:30:00;20:30:00;+79431515704
ст. Любань, ул. Строительная, д. 95, 816491;09:00:00;21:00:00;89377659694
с. Стерлитамак, ул. Сахалинская, д. 19, 913482;08:00:00;20:00:00;+7 (382) 871-9258
клх Углич, ул. Логовая, д. 58, 360352;08:30:00;20:30:00;+7 (552) 881-01-83
д. Волгодонск, ул. Депутатская, д. 80, 859127;08:30:00;20:30:00;8 (402) 951-67-81
г. Старая Русса, ул. Мичурина, д. 46, 421364;08:30:00;20:30:00;+7 815 424 37 41
с. Шадринск, ул. Красноармейская, д. 21, 428864;09:00:00;21:00:00;8 291 008 0721
п. Катайск, ул. Нижняя, д. 26, 128476;09:00:00;21:00:00;+7 596 508 4689
ст. Щельяюр, ул. Урицкого, д. 00, 078206;09:00:00;21:00:00;+7 926 691 57 88
п. Славгород, ул. Советская, д. 72, 679738;09:00:00;21:00:00;+7 (373) 086-15-45
к. Черкесск, ул. Шаумяна, д. 30, 793767;09:00:00;21:00:00;84465247284
п. Черский, ул. Железнодорожная, д. 87, 503988;09:00:00;21:00:00;8 750 586 49 97
клх Североуральск, ул. Просвещения, д. 91, 887609;09:00:00;21:00:00;82137128256
клх Шадринск, ул. Ручейная, д. 93, 364142;08:00:00;20:00:00;+74854511092
г. Нефтегорск (Самар.), ул. Вахитова, д. 80, 500342;08:30:00;20:30:00;+7 198 449 58 44
клх Алапаевск, ул. Бажова, д. 82, 528329;09:00:00;21:00:00;+76420931180
ст. Кандалакша, ул. Советской Армии, д. 26, 440577;09:00:00;21:00:00;+79803422077
ст. Мирный, ул. Белорусская, д. 21, 915334;09:00:00;21:00:00;+7 612 476 37 88
с. Жигулевск, ул. Жукова, д. 46, 969996;09:00:00;21:00:00;8 (060) 612-83-12
к. Ачхой Мартан, ул. Карбышева, д. 25, 528830;09:00:00;21:00:00;8 552 193 0898
ст. Переславль-Залесский, ул. Маяковского, д. 49, 777280;08:30:00;20:30:00;8 (208) 337-04-33
клх Ухта, ул. Базарная, д. 03, 160325;08:30:00;20:30:00;+7 963 773 4890
ст. Нальчик, ул. Розы Люксембург, д. 20, 967482;09:00:00;21:00:00;+75719568023
с. Яр-Сале, ул. Коминтерна, д. 72, 971638;08:00:00;20:00:00;8 (381) 676-62-72
п. Внуково (метеост.), ул. Хвойная, д. 41, 139221;09:00:00;21:00:00;8 (811) 411-7739
к. Октябрьское (Челяб.), ул. Октябрьская, д. 88, 894064;08:30:00;20:30:00;8 (266) 211-16-60
г. Кизилюрт, ул. Челюскинцев, д. 56, 366331;08:30:00;20:30:00;+79253808120
с. Ессентуки, ул. Западная, д. 02, 318742;08:00:00;20:00:00;8 (380) 503-4816
д. Рославль, ул. Балтийская, д. 51, 278915;08:30:00;20:30:00;8 490 493 2458
к. Вологда, ул. Пирогова, д. 99, 811742;08:30:00;20:30:00;+75496159262
клх Екатеринбург, ул. Стахановская, д. 78, 542191;08:30:00;20:30:00;8 008 376 8598
клх Одинцово, ул. Тюленина, д. 02, 825345;08:00:00;20:00:00;+7 663 249 1815
п. Азов (Рост.), ул. Рябиновая, д. 02, 846742;08:30:00;20:30:00;+76791630440
г. Королев, ул. Карьерная, д. 65, 366595;09:00:00;21:00:00;+7 (947) 637-4379
г. Иваново, ул. Больничная, д. 99, 601157;08:00:00;20:00:00;8 623 510 31 58
ст. Тарко-Сале, ул. Есенина, д. 40, 173373;08:00:00;20:00:00;+76702541828
п. Луга, ул. Производственная, д. 23, 002347;08:00:00;20:00:00;+7 (780) 808-2122
д. Кежма, ул. Полтавская, д. 81, 920356;08:00:00;20:00:00;+7 (348) 690-8180
д. Прохладный, ул. Прудная, д. 63, 706455;08:30:00;20:30:00;+7 (014) 771-28-04
с. Каневская, ул. Шаумяна, д. 07, 637270;08:30:00;20:30:00;+7 442 093 18 71
д. Городовиковск, ул. Гражданская, д. 39, 691327;08:00:00;20:00:00;+7 651 278 71 93
п. Катайск, ул. Горняцкая, д. 08, 356723;08:00:00;20:00:00;+7 (679) 943-88-72
п. Тавда, ул. Тенистая, д. 56, 141823;08:30:00;20:30:00;+7 647 060 44 13
п. Волгоград, ул. Прибрежная, д. 86, 780293;08:00:00;20:00:00;8 (036) 663-3572
д. Осташков, ул. Подгорная, д. 58, 310352;09:00:00;21:00:00;+7 (308) 211-7584
д. Уссурийск, ул. Седова, д. 75, 351129;09:00:00;21:00:00;8 (338) 374-6965
г. Сладково, ул. Шолохова, д. 07, 401608;08:00:00;20:00:00;8 (789) 880-2240
п. Волгоград, ул. Осипенко, д. 76, 238302;08:30:00;20:30:00;+7 (132) 662-5167
к. Углегорск, ул. Водопроводная, д. 35, 444335;08:30:00;20:30:00;8 861 388 5205
ст. Лянтор, ул. Дарвина, д. 95, 810058;08:00:00;20:00:00;+7 668 654 9028
к. Холмск, ул. Покровская, д. 76, 294996;08:00:00;20:00:00;+70132171233
г. Лагань, ул. Портовая, д. 99, 260298;09:00:00;21:00:00;+77568075963
к. Светлогорск (Калин.), ул. Лазо, д. 23, 383391;08:00:00;20:00:00;8 (186) 361-7977
п. Сортавала, ул. Комарова, д. 71, 084838;09:00:00;21:00:00;8 (313) 360-55-57
г. Азов (Рост.), ул. Саратовская, д. 87, 886340;09:00:00;21:00:00;8 (873) 217-4242
п. Холмск, ул. Тупиковая, д. 80, 385498;09:00:00;21:00:00;+7 707 338 85 59
д. Сухиничи, ул. Достоевского, д. 90, 355873;09:00:00;21:00:00;+7 529 554 0753
к. Таганрог, ул. Молодежная, д. 76, 821732;09:00:00;21:00:00;+7 348 098 8162
г. Долинск, ул. Черноморская, д. 33, 022416;09:00:00;21:00:00;8 350 144 30 38
д. Северо-Курильск, ул. Космонавтов, д. 46, 587714;09:00:00;21:00:00;82404143540
ст. Грозный, ул. Заливная, д. 11, 216918;08:30:00;20:30:00;+7 209 247 63 27
с. Тверь, ул. Куйбышева, д. 40, 438205;08:00:00;20:00:00;8 161 958 38 63
п. Октябрьский (Башк.), ул. Промышленная, д. 89, 854203;08:00:00;20:00:00;8 894 463 45 66
д. Оленек, ул. Шевченко, д. 42, 630617;09:00:00;21:00:00;8 274 993 1297
п. Избербаш, ул. Парковая, д. 58, 169438;08:30:00;20:30:00;8 176 852 50 42
с. Вуктыл, ул. Химиков, д. 54, 681100;09:00:00;21:00:00;8 (618) 457-11-42
п. Кингисепп, ул. Заозерная, д. 83, 533517;08:00:00;20:00:00;+7 (530) 319-6180
ст. Томари, ул. Рыбацкая, д. 70, 451686;09:00:00;21:00:00;+7 396 156 0691
клх Аршан (Бурят.), ул. Королева, д. 79, 863603;08:30:00;20:30:00;88030998963
с. Тюмень, ул. Ставропольская, д. 70, 072263;08:00:00;20:00:00;+77534524090
п. Теберда, ул. Театральная, д. 42, 764870;08:00:00;20:00:00;+7 (925) 280-89-26
клх Кисловодск, ул. Нефтяников, д. 94, 659550;09:00:00;21:00:00;8 838 992 6967
г. Набережные Челны, ул. Пушкина, д. 05, 994395;09:00:00;21:00:00;8 (680) 268-22-82
клх Усть-Катав, ул. Ульянова, д. 39, 118728;08:30:00;20:30:00;+7 325 072 27 07
ст. Губкинский, ул. Красина, д. 90, 314592;08:00:00;20:00:00;+79599258149
ст. Усть-Ордынский, ул. Коммунаров, д. 34, 618443;08:30:00;20:30:00;8 896 638 94 10
д. Сузун, ул. Большевистская, д. 03, 219668;09:00:00;21:00:00;8 433 333 5145
ст. Юрюзань, ул. Войкова, д. 27, 483866;08:00:00;20:00:00;+7 (925) 395-88-22
клх Терскол, ул. Короленко, д. 75, 086591;09:00:00;21:00:00;8 (960) 197-3542
д. Сасово, ул. Полтавская, д. 15, 419687;08:00:00;20:00:00;8 (135) 027-1325
ст. Плес, ул. Некрасова, д. 80, 521359;08:30:00;20:30:00;+7 (490) 287-2988
п. Усть-Калманка, ул. Флотская, д. 97, 897521;08:00:00;20:00:00;+7 496 831 8405
ст. Теберда, ул. Детская, д. 37, 709994;09:00:00;21:00:00;83471374983
клх Витим, ул. Волжская, д. 05, 557203;08:00:00;20:00:00;+7 (780) 292-90-62
д. Волгоград, ул. Кузнечная, д. 30, 860561;09:00:00;21:00:00;+73261761631
п. Игнашино, ул. Песочная, д. 42, 677259;09:00:00;21:00:00;+7 (659) 279-98-33
д. Вытегра, ул. Кооперативная, д. 84, 059741;08:00:00;20:00:00;81474747070
с. Рыбинск, ул. Южная, д. 04, 712797;08:30:00;20:30:00;+7 (679) 105-22-58
клх Благовещенск (Амур.), ул. Толстого, д. 19, 213747;08:00:00;20:00:00;8 (331) 177-99-70
г. Чермоз, ул. Красноярская, д. 13, 294519;09:00:00;21:00:00;81610829797
клх Юрьевец (Иван.), ул. Тупиковая, д. 29, 514973;09:00:00;21:00:00;+7 (325) 860-8660
д. Кузнецк, ул. Серова, д. 77, 003615;09:00:00;21:00:00;+7 435 418 48 65
ст. Учалы, ул. Блюхера, д. 40, 578439;08:30:00;20:30:00;8 634 003 79 32
клх Воркута, ул. Красноярская, д. 52, 388614;08:00:00;20:00:00;8 285 131 5105
п. Терней, ул. Железнодорожная, д. 94, 875924;08:30:00;20:30:00;+77120975507
п. Подольск, ул. Коммунальная, д. 76, 439912;09:00:00;21:00:00;+72816473100
ст. Псебай, ул. Пионерская, д. 58, 928934;08:30:00;20:30:00;+79785726975
ст. Каспийск, ул. Ягодная, д. 28, 753897;08:30:00;20:30:00;8 204 995 8211
клх Темрюк, ул. Центральная, д. 48, 592558;09:00:00;21:00:00;+73511383610
ст. Усть-Камчатск, ул. Карла Либкнехта, д. 56, 608810;09:00:00;21:00:00;8 463 304 30 52
клх Россошь, ул. Нахимова, д. 89, 431796;08:30:00;20:30:00;+7 814 381 7423
ст. Северодвинск, ул. Азина, д. 88, 662276;08:30:00;20:30:00;+78486142403
с. Юровск, ул. Пирогова, д. 29, 835974;09:00:00;21:00:00;+7 (902) 385-2681
к. Касимов, ул. Чернышевского, д. 39, 153625;08:30:00;20:30:00;8 939 233 5825
г. Нижний Новгород, ул. Балтийская, д. 31, 125725;09:00:00;21:00:00;+7 666 473 0681
д. Ивдель, ул. Гоголя, д. 10, 257016;09:00:00;21:00:00;+7 434 538 4527
к. Ростов-на-Дону, ул. Кузнецкая, д. 01, 297636;09:00:00;21:00:00;87714060589
г. Белоярский, ул. Угольная, д. 40, 895323;08:30:00;20:30:00;+72311055012
ст. Кириши, ул. Союзная, д. 73, 254733;09:00:00;21:00:00;8 216 133 4158
д. Усть-Кут, ул. Хуторская, д. 51, 838104;08:00:00;20:00:00;8 210 715 32 36
д. Вязьма, ул. Красная, д. 61, 260484;09:00:00;21:00:00;+7 (868) 056-81-99
к. Минеральные Воды, ул. Песчаная, д. 71, 662897;09:00:00;21:00:00;+7 383 678 29 28
ст. Сочи, ул. Димитрова, д. 40, 576063;08:30:00;20:30:00;8 766 180 4449
ст. Псков, ул. Металлистов, д. 21, 384757;08:30:00;20:30:00;8 946 441 4710
к. Мыс Шмидта, ул. Покровская, д. 86, 818524;08:00:00;20:00:00;+7 (633) 673-1500
клх Чехов, ул. Черняховского, д. 78, 969873;08:00:00;20:00:00;8 (485) 336-78-05
с. Неплюевка, ул. Геологов, д. 60, 511372;08:00:00;20:00:00;8 (336) 164-5368
с. Байкальск, ул. Ильича, д. 45, 611446;09:00:00;21:00:00;85463771927
д. Катайск, ул. Коммунистическая, д. 11, 443401;08:00:00;20:00:00;8 (367) 429-59-59
с. Чебоксары, ул. Пирогова, д. 04, 921753;08:00:00;20:00:00;8 (205) 959-72-19
п. Соликамск, ул. Заречная, д. 03, 563089;09:00:00;21:00:00;+7 (921) 435-1280
ст. Муравленко, ул. Ленинская, д. 29, 711907;08:00:00;20:00:00;81698303143
г. Горно-Алтайск, ул. Главная, д. 65, 122226;08:00:00;20:00:00;88692917490
с. Лабинск, ул. Гастелло, д. 00, 685640;08:30:00;20:30:00;+71509811213
ст. Красновишерск, ул. Полевая, д. 82, 442030;08:30:00;20:30:00;+7 660 263 7204
д. Белоярский, ул. Волочаевская, д. 06, 296868;08:30:00;20:30:00;+76500138112
клх Усмань, ул. Кирпичная, д. 28, 081381;08:30:00;20:30:00;+7 925 410 0035
клх Кош-Агач, ул. Лесхозная, д. 18, 873053;08:30:00;20:30:00;+7 339 705 8790
ст. Рязань, ул. Омская, д. 14, 560797;08:30:00;20:30:00;+7 (448) 775-9104
д. Бреды, ул. Толстого, д. 02, 472207;08:30:00;20:30:00;8 460 184 6099
к. Архыз, ул. Семашко, д. 86, 194685;08:30:00;20:30:00;8 715 235 4830
с. Якша, ул. Высокая, д. 64, 567734;08:00:00;20:00:00;8 (692) 864-57-87
г. Южно-Сахалинск, ул. Садовая, д. 18, 855462;08:00:00;20:00:00;89102803129
г. Черемхово, ул. Черняховского, д. 85, 087146;08:30:00;20:30:00;8 (320) 877-68-69
ст. Пенза, ул. Жданова, д. 33, 877801;08:30:00;20:30:00;+7 774 525 61 03
ст. Курган, ул. Невского, д. 54, 107716;08:30:00;20:30:00;8 (598) 748-6092
п. Юровск, ул. Воровского, д. 10, 480091;08:00:00;20:00:00;+78059045373
п. Кисловодск, ул. Кутузова, д. 03, 245663;08:30:00;20:30:00;+7 (302) 232-6478
ст. Белгород, ул. Матросова, д. 18, 776911;08:30:00;20:30:00;8 (283) 433-4765
к. Добрянка, ул. Осипенко, д. 16, 393805;08:30:00;20:30:00;+7 935 822 1886
с. Кириши, ул. Станиславского, д. 52, 036984;09:00:00;21:00:00;+7 123 565 88 68
ст. Тихорецк, ул. Безымянная, д. 07, 927054;08:00:00;20:00:00;+7 963 993 0594
ст. Нарткала, ул. Крылова, д. 92, 451558;08:30:00;20:30:00;+7 340 943 52 04
с. Мостовской, ул. Клары Цеткин, д. 35, 262128;08:00:00;20:00:00;+7 (725) 234-8588
д. Лянтор, ул. Космическая, д. 14, 389677;09:00:00;21:00:00;+7 (008) 380-6123
п. Краснокамск, ул. Хвойная, д. 98, 158051;08:00:00;20:00:00;+7 (034) 535-14-43
с. Истра, ул. Куйбышева, д. 45, 809845;08:30:00;20:30:00;+7 854 978 7567
к. Иваново, ул. Абрикосовая, д. 09, 125397;08:30:00;20:30:00;8 178 127 05 74
ст. Асбест, ул. Радужная, д. 98, 267196;09:00:00;21:00:00;+7 (421) 473-66-24
п. Гагарин, ул. Высотная, д. 82, 895396;09:00:00;21:00:00;8 (728) 507-40-71
к. Соловки, ул. Никитина, д. 34, 602089;08:30:00;20:30:00;8 079 473 3573
с. Кетченеры, ул. Хвойная, д. 79, 008355;08:30:00;20:30:00;83446040801
д. Лесной (Сверд.), ул. Леонова, д. 62, 222787;09:00:00;21:00:00;+7 439 388 6414
г. Бийск, ул. Цветочная, д. 54, 940639;08:30:00;20:30:00;+7 (675) 357-38-59
к. Шелагонцы, ул. Макаренко, д. 09, 288870;08:30:00;20:30:00;+7 (575) 405-18-97
с. Ясный (Оренб.), ул. Маркса Карла, д. 35, 593278;08:30:00;20:30:00;8 (121) 369-7430
д. Бронницы, ул. Пархоменко, д. 06, 011939;08:30:00;20:30:00;81114480555
ст. Городовиковск, ул. Енисейская, д. 40, 355039;08:00:00;20:00:00;+7 (058) 816-72-97
клх Ессентуки, ул. Солнечная, д. 85, 868175;08:00:00;20:00:00;+7 844 553 78 15
ст. Томпа, ул. Маяковского, д. 77, 885230;08:30:00;20:30:00;8 (204) 960-0142
с. Поярково, ул. Восточная, д. 64, 330263;09:00:00;21:00:00;8 (644) 245-84-06
п. Тихорецк, ул. Строительная, д. 58, 824342;08:00:00;20:00:00;+7 (806) 395-0240
клх Верхнее Пенжино, ул. Победы, д. 25, 365791;08:00:00;20:00:00;8 981 923 61 68
п. Магас, ул. Социалистическая, д. 87, 340884;09:00:00;21:00:00;8 518 900 82 15
клх Волхов, ул. Трудовая, д. 16, 344005;08:00:00;20:00:00;84803469191
д. Королев, ул. Мусы Джалиля, д. 74, 822617;08:30:00;20:30:00;+7 521 555 7437
д. Шерегеш, ул. Прохладная, д. 19, 939360;08:30:00;20:30:00;8 (405) 012-84-57
с. Юрьев-Польский, ул. Жуковского, д. 10, 933950;08:00:00;20:00:00;+7 515 894 58 84
ст. Мыс Шмидта, ул. Глинки, д. 17, 573697;08:00:00;20:00:00;81739415921
клх Лабинск, ул. Осипенко, д. 91, 834065;09:00:00;21:00:00;8 637 705 0721
к. Выборг, ул. Есенина, д. 83, 450203;08:00:00;20:00:00;+7 658 867 87 34
клх Бийск, ул. Коллективная, д. 76, 519515;08:30:00;20:30:00;+7 198 929 09 64
клх Соловки, ул. Авиационная, д. 21, 537663;08:00:00;20:00:00;8 341 056 21 17
п. Карабулак, ул. Казанская, д. 46, 786270;08:30:00;20:30:00;+7 055 992 8649
клх Холмогоры, ул. Рязанская, д. 97, 723904;09:00:00;21:00:00;8 (030) 108-86-58
с. Братск, ул. Рабочая, д. 26, 643996;08:00:00;20:00:00;+7 (304) 552-13-69
п. Онега, ул. Шолохова, д. 61, 322087;08:00:00;20:00:00;8 (286) 834-4629
к. Малая Вишера, ул. Дарвина, д. 38, 613975;08:30:00;20:30:00;8 449 872 48 20
клх Малгобек, ул. Луговая, д. 41, 606664;09:00:00;21:00:00;+7 901 823 23 67
д. Любань, ул. Морозова, д. 48, 346385;08:00:00;20:00:00;8 027 534 5725
д. Белый Яр (Томск.), ул. Репина, д. 31, 102807;09:00:00;21:00:00;+7 426 201 6361
с. Ряжск, ул. Балтийская, д. 55, 667689;08:30:00;20:30:00;+7 (124) 368-0727
клх Шатки, ул. Разина, д. 54, 336684;08:30:00;20:30:00;8 (631) 284-24-03
к. Певек, ул. Волкова, д. 27, 017879;09:00:00;21:00:00;+7 954 363 25 44
г. Курильск, ул. Терешковой, д. 49, 502386;08:30:00;20:30:00;8 (648) 075-1285
г. Нижнеудинск, ул. Крымская, д. 39, 016509;08:00:00;20:00:00;+7 728 595 89 45
п. Голицыно, ул. Народная, д. 80, 896794;08:30:00;20:30:00;+7 (969) 567-2345
с. Нижневартовск, ул. Лесная, д. 00, 578520;09:00:00;21:00:00;+7 641 992 52 56
ст. Джейрах, ул. Авиационная, д. 22, 636149;08:00:00;20:00:00;8 (466) 132-97-02
к. Приозерск, ул. Карьерная, д. 39, 865866;09:00:00;21:00:00;85136076114
с. Тымовское, ул. Щетинкина, д. 92, 732089;08:00:00;20:00:00;+7 (238) 893-3711
с. Енисейск, ул. Тупиковая, д. 55, 401487;09:00:00;21:00:00;8 121 979 5092
к. Раменское, ул. Высоковольтная, д. 32, 511642;08:30:00;20:30:00;86910680618
д. Ербогачен, ул. Пархоменко, д. 20, 101424;08:30:00;20:30:00;+70548823307
к. Невьянск, ул. Стадионная, д. 53, 148495;08:30:00;20:30:00;+7 363 803 2814
г. Корсаков, ул. Пушкина, д. 85, 717566;08:30:00;20:30:00;8 (631) 679-7537
д. Оренбург, ул. Некрасова, д. 83, 686180;09:00:00;21:00:00;+75336202332
ст. Кулу, ул. Лесхозная, д. 61, 315017;08:30:00;20:30:00;+7 (844) 693-12-14
ст. Ржев, ул. Пархоменко, д. 23, 940297;08:30:00;20:30:00;+7 (157) 645-74-39
к. Таганрог, ул. Народная, д. 82, 933946;08:30:00;20:30:00;+7 997 018 77 80
клх Тикси, ул. Рабочая, д. 81, 595283;08:30:00;20:30:00;+7 216 096 79 43
клх Тарко-Сале, ул. Поселковая, д. 35, 118566;08:30:00;20:30:00;82917644605
г. Тобольск, ул. Краснознаменная, д. 54, 630624;08:30:00;20:30:00;88047787024
к. Певек, ул. Орджоникидзе, д. 09, 772175;08:30:00;20:30:00;+7 (610) 568-81-22
клх Новороссийск, ул. Школьная, д. 41, 941227;08:30:00;20:30:00;8 (255) 689-0693
с. Белогорск (Амур.), ул. Белинского, д. 80, 318415;08:00:00;20:00:00;+7 729 882 3820
п. Каргополь, ул. Тульская, д. 47, 411846;09:00:00;21:00:00;+7 (977) 026-3273
клх Мелеуз, ул. Ручейная, д. 74, 689264;09:00:00;21:00:00;86558643021
д. Калач-на-Дону, ул. Виноградная, д. 19, 794317;08:00:00;20:00:00;8 460 652 5896
п. Цимлянск, ул. Ушакова, д. 43, 136584;08:30:00;20:30:00;+7 (572) 742-3023
г. Ижевск, ул. Колхозная, д. 20, 302506;09:00:00;21:00:00;8 (692) 220-0380
с. Лагань, ул. Космическая, д. 28, 415359;09:00:00;21:00:00;+7 (622) 384-3621
ст. Анапа, ул. Рябиновая, д. 72, 577783;08:30:00;20:30:00;+7 (502) 544-46-78
клх Сортавала, ул. 60 лет СССР, д. 09, 409214;08:00:00;20:00:00;+7 019 059 5212
с. Магнитогорск, ул. Гончарова, д. 07, 071284;09:00:00;21:00:00;8 246 115 70 80
д. Тверь, ул. Приозерная, д. 22, 804664;08:00:00;20:00:00;8 (128) 827-72-18
п. Калевала, ул. Инженерная, д. 72, 227704;09:00:00;21:00:00;+7 593 660 0748
г. Благовещенск (Амур.), ул. Толстого, д. 89, 959390;08:30:00;20:30:00;8 214 405 5148
д. Октябрьское (Челяб.), ул. Учительская, д. 27, 397000;08:30:00;20:30:00;+7 323 511 81 14
д. Алексин, ул. Морозова, д. 39, 453780;08:30:00;20:30:00;+7 (995) 431-0990
п. Беломорск, ул. Волкова, д. 24, 162601;09:00:00;21:00:00;8 461 447 6127
клх Завьялиха, ул. Карбышева, д. 13, 917883;08:30:00;20:30:00;+77659118708
к. Шереметьево, ул. Черемуховая, д. 38, 104881;08:30:00;20:30:00;+79153610091
п. Каменск-Шахтинский, ул. Путейская, д. 87, 662351;08:00:00;20:00:00;+7 (544) 232-7988
г. Красноселькуп, ул. Калинина, д. 25, 359126;08:30:00;20:30:00;8 (257) 023-8381
г. Октябрьское (Челяб.), ул. Ленинградская, д. 11, 328207;09:00:00;21:00:00;8 900 443 18 76
ст. Усть-Катав, ул. Базарная, д. 62, 572093;08:30:00;20:30:00;+74822151144
г. Середниково, ул. Морская, д. 40, 554748;09:00:00;21:00:00;+7 (302) 195-2072
г. Светлогорск (Калин.), ул. Механизаторов, д. 35, 318684;09:00:00;21:00:00;8 (366) 336-74-63
г. Ханты-Мансийск, ул. Российская, д. 39, 243606;08:00:00;20:00:00;+7 462 587 73 11
г. Псков, ул. Азовская, д. 67, 110235;08:30:00;20:30:00;+7 905 645 1856
с. Мураши, ул. Гаражная, д. 64, 272044;08:30:00;20:30:00;89962248995
д. Сосьва (Хант.), ул. Учительская, д. 66, 471268;08:30:00;20:30:00;+7 288 166 80 69
ст. Избербаш, ул. Песочная, д. 30, 896651;09:00:00;21:00:00;+7 438 881 91 85
ст. Гусь-Хрустальный, ул. Отрадная, д. 67, 915778;08:30:00;20:30:00;+7 947 502 0470
г. Химки, ул. Жукова, д. 17, 319701;08:00:00;20:00:00;+7 767 374 46 66
ст. Печенга, ул. Новгородская, д. 78, 402074;08:30:00;20:30:00;8 587 373 01 95
ст. Зеленогорск (Ленин.), ул. Сосновая, д. 11, 900453;09:00:00;21:00:00;8 212 913 04 07
г. Витим, ул. Крестьянская, д. 65, 422916;08:30:00;20:30:00;+7 (744) 506-6551
к. Ясный (Оренб.), ул. Харьковская, д. 45, 206064;08:00:00;20:00:00;8 396 882 99 42
клх Усть-Ордынский, ул. Гвардейская, д. 94, 422247;08:30:00;20:30:00;+78571682737
к. Поронайск, ул. Моховая, д. 06, 623356;08:00:00;20:00:00;+7 252 433 18 75
г. Моздок, ул. Ворошилова, д. 34, 443011;08:00:00;20:00:00;+7 898 608 5771
ст. Таштагол, ул. Карла Либкнехта, д. 01, 243059;09:00:00;21:00:00;+7 (275) 975-54-71
г. Орел, ул. Союзная, д. 83, 813912;09:00:00;21:00:00;+7 612 430 4494
клх Когалым, ул. Заовражная, д. 86, 977487;08:30:00;20:30:00;8 308 783 2602
клх Октябрьский (Башк.), ул. 40 лет Октября, д. 84, 039110;09:00:00;21:00:00;+7 630 098 3339
с. Абинск, ул. Короленко, д. 55, 492044;08:30:00;20:30:00;8 489 038 7319
г. Кудымкар, ул. Омская, д. 46, 832857;08:00:00;20:00:00;+7 (739) 024-88-02
г. Майкоп, ул. Чайковского, д. 43, 031459;08:00:00;20:00:00;+7 (902) 685-58-10
ст. Нарым, ул. Тенистая, д. 59, 778118;09:00:00;21:00:00;+7 419 732 31 52
клх Моздок, ул. Нижняя, д. 82, 641325;08:00:00;20:00:00;8 (247) 797-3291
к. Горно-Алтайск, ул. Розы Люксембург, д. 90, 878907;09:00:00;21:00:00;+7 049 898 4331
г. Псебай, ул. Одесская, д. 83, 281449;08:00:00;20:00:00;+7 (516) 377-66-12
п. Междуреченский, ул. Павлика Морозова, д. 78, 354123;08:30:00;20:30:00;8 449 872 8302
клх Благовещенск (Амур.), ул. Николаева, д. 40, 191317;09:00:00;21:00:00;8 590 425 55 55
к. Моршанск, ул. Воронежская, д. 10, 217703;08:00:00;20:00:00;+7 503 610 9225
г. Шатой, ул. Болотная, д. 73, 443904;08:30:00;20:30:00;80982925355
клх Благовещенск (Амур.), ул. Звездная, д. 97, 324585;09:00:00;21:00:00;+7 (390) 827-99-19
клх Белореченск, ул. Флотская, д. 08, 406049;09:00:00;21:00:00;+7 455 819 17 70
